-109.5107,413.0658,-390.4225,-427.9708
-166.3244,280.4146,36.2868,204.8886
60.6722,15.9163,-298.5735,-120.2954
-119.6198,-164.349,379.4564,314.447
-122.8743,-162.2089,370.2687,319.8906
18.6863,-255.1848,127.968,-199.4884
116.2413,17.0272,-294.0439,-144.5751
-191.615,309.3016,44.5444,206.1836
-403.5222,380.8131,311.68,-470.1623
-78.9192,283.3367,416.3046,-411.2313
-105.5779,-153.8031,409.725,337.9835
-5.7736,-206.4952,142.0519,-174.7563
-114.3501,438.7306,-420.5563,-425.6707
18.5357,-225.8918,136.542,-186.1878
-108.728,421.0722,-408.3229,-417.5998
387.5621,480.7221,-55.4152,485.5797
-113.3471,-149.6804,381.6148,296.023
418.2796,500.2226,-66.4454,516.7125
373.1407,511.6987,-33.4855,512.2283
354.9496,483.9093,-74.2758,489.0819
-123.7287,-141.0337,415.0961,507.6125
198.8056,98.2192,186.5583,157.6492
-75.4943,264.7673,426.3487,-379.1988
-112.2651,-134.8512,410.2588,460.3628
-110.465,440.3829,-423.6558,-428.2168
370.3911,504.5064,-66.4193,536.4929
15.8602,-259.5507,148.8056,-186.1937
-96.0341,-155.0582,401.2649,482.0676
215.7641,109.8957,201.7974,144.7654
-174.7995,326.3583,49.7767,215.2738
-81.074,-144.7312,421.9859,472.4813
-399.1932,386.9641,305.2861,-482.0715
-65.5221,290.3198,411.0457,-405.3879
115.7793,3.2552,-327.6598,-146.6471
97.7542,6.609,-311.7985,-142.2275
110.0973,17.8555,-273.5997,-140.4306
-179.6707,296.8524,56.3218,230.1362
-382.2402,378.5665,338.812,-493.1182
97.691,3.996,-317.4726,-145.4775
-380.4523,372.2807,285.3116,-492.7882
-119.5071,-140.2904,380.12,302.5411
-75.0698,277.1323,415.4054,-408.7851
389.4682,504.205,-64.5397,506.0321
-127.7482,441.2116,-420.9513,-432.5209
-107.4435,-149.5095,376.9993,345.4453
-118.7076,433.7319,-441.0193,-421.569
16.7498,-211.4231,147.3411,-173.822
-5.9267,-262.351,169.716,-192.9504
-102.4613,-138.7877,390.9867,508.7241
205.7991,77.8762,192.4835,168.5096
-409.4797,389.6024,322.2982,-468.414
377.5715,517.5792,-25.995,512.7474
-373.6752,394.4629,324.657,-459.801
228.3549,99.8272,176.4478,178.4711
1.2403,-249.3834,134.2504,-176.1719
-215.2543,302.6822,102.8746,218.9412
-108.2248,264.4775,422.3045,-420.8911
-100.7998,429.6146,-427.2577,-415.8804
-121.6987,-135.1965,379.7515,312.9198
-107.1259,-130.3244,403.8437,476.5974
100.9969,16.0691,-324.3304,-169.4355
-96.5078,-115.2639,408.8458,453.3458
241.2216,98.8923,184.6747,148.2295
-129.9817,416.2966,-414.4237,-457.9896
-396.3986,366.958,323.0738,-442.7347
101.2995,-13.4382,-337.1909,-155.1145
213.7157,92.5833,194.1355,145.1988
-117.7402,-167.4025,403.1785,324.1811
236.6972,94.0341,185.3779,158.6591
-120.9417,-157.8463,390.4954,311.9646
371.5477,525.8677,-69.3661,492.3444
235.9703,109.6217,192.9802,144.8208
71.7779,-6.1954,-318.0772,-131.2249
409.228,484.2539,-43.4256,500.0014
-127.2272,-152.4171,418.7324,482.7343
-98.2984,273.0304,428.0319,-417.9182
-135.7677,-153.2631,381.7663,302.6285
-357.3344,392.9512,317.6691,-488.3245
-108.7825,-117.2074,413.5557,498.7227
17.7272,-252.1226,127.3939,-190.4465
-126.2282,451.7863,-427.2209,-451.0468
363.0402,512.3498,-37.9156,501.6624
-102.21,420.6465,-416.0989,-426.2387
-115.7518,461.761,-428.7598,-439.0738
-79.2651,279.267,428.3313,-390.7119
-129.2096,440.0451,-395.5167,-445.6108
-0.7138,-243.9959,140.5019,-169.461
92.7271,12.7328,-317.2532,-129.7225
-193.3292,284.6964,30.8021,204.0369
210.0684,79.5521,193.5889,184.2948
-172.2916,309.8586,40.3833,213.5948
-187.971,296.0965,31.0868,222.1877
378.9341,487.5607,-86.0145,480.8622
-126.8745,472.4615,-385.302,-450.2022
-104.3936,-124.4842,427.9981,507.4568
84.6377,-15.8792,-314.4616,-141.7698
-127.5208,-169.1625,390.3001,331.4313
-88.259,271.3413,408.3425,-404.2832
-204.5316,285.4101,38.9442,219.62
91.3897,16.7191,-302.5485,-131.0546
-137.2604,-148.0359,384.0371,328.3675
386.1616,469.1707,-49.6896,537.9495
-197.3846,280.0757,17.7694,215.3165
-129.1477,-156.7388,393.4343,301.6619
-191.5388,282.3144,31.0423,229.5038
-133.5527,-134.9162,391.0208,335.5138
4.8417,-237.7004,150.7159,-163.2936
235.7266,113.3121,195.1623,159.3807
363.2258,498.4835,-59.6777,476.3138
370.3231,501.1036,-54.402,499.1899
-377.4387,386.0357,322.1489,-461.2056
-118.6415,-154.9741,393.3296,312.3546
-78.8748,296.0903,424.0701,-382.8042
-65.1284,264.8659,437.3522,-389.4272
-190.4569,317.8431,26.2205,236.1402
215.3742,74.8832,166.521,138.4569
-191.5027,255.7273,44.604,212.0958
-390.741,383.715,332.6247,-457.5549
-84.0009,-159.8805,399.1682,501.5082
126.2981,-25.2013,-304.271,-136.8799
384.4166,492.5946,-89.1066,480.2245
-114.8361,-141.3287,370.5555,315.4952
-126.1066,-126.4086,401.4703,507.4286
-93.6348,-150.8086,421.3492,489.9383
83.9505,-10.8483,-287.5335,-154.0885
-177.9511,326.8376,52.0618,217.1682
381.5638,488.8681,-73.105,522.1784
383.4405,488.3789,-39.6789,474.4433
94.2081,-8.7837,-280.8075,-135.5236
67.3242,-0.7529,-276.5065,-98.4791
341.3712,492.4834,-66.6727,514.5778
-96.3024,-162.0007,416.2645,312.2416
212.0992,71.4264,184.738,136.9415
-110.7644,-141.0832,381.6121,329.1366
-126.096,-150.216,375.5218,333.0527
18.3341,-233.6286,122.7175,-208.5264
206.3813,71.009,187.6321,155.1141
370.5781,503.1658,-59.958,484.2969
18.2888,-237.8026,158.0411,-180.1278
-379.6102,424.012,358.3111,-473.9282
-127.9636,427.523,-413.4139,-435.1598
-106.0292,-114.1867,409.9894,469.6602
-113.721,-156.5355,383.6516,314.441
-204.37,294.834,58.9074,212.6011
-99.1953,-125.4791,387.2367,471.3293
223.8157,73.5138,187.7129,143.8132
-106.6815,-127.2137,424.0212,518.3435
-93.6172,-184.5858,406.7299,303.7852
389.4392,508.8927,-63.5552,484.0486
-96.442,-113.1399,394.2795,313.3011
352.8988,480.982,-50.9483,505.7407
18.9658,-252.2128,153.028,-190.1031
234.1962,82.1615,202.1294,153.6114
-129.869,-162.0757,400.4605,317.7129
13.6489,-256.7499,154.5815,-195.3728
98.6356,-18.1611,-301.8458,-140.7505
-97.1765,265.2048,425.2319,-413.4648
105.9775,-7.4082,-280.8319,-153.8959
-176.7717,324.7077,35.1525,196.4054
-391.7791,381.9132,346.421,-473.3271
82.6631,-40.9443,-271.9825,-112.8411
-111.917,-135.2763,410.4037,473.816
-67.2682,281.6137,399.1919,-392.4192
-180.7393,306.6869,66.9814,234.4023
-381.1979,413.7132,332.8728,-500.3674
208.4365,112.604,164.6078,143.1619
93.239,-12.2318,-339.5854,-156.6774
20.7342,-237.6133,138.4816,-173.3441
-411.077,388.1688,325.5397,-458.9438
216.164,98.2142,191.1254,132.7978
-180.4443,293.9925,33.24,229.9393
-80.8533,-137.068,419.601,476.9863
-116.9596,-155.7243,404.2542,328.2916
-126.6754,448.8643,-405.4148,-433.744
-165.4524,281.4555,14.3111,225.9659
-96.1689,275.8891,406.8534,-417.6568
-119.3009,-129.6196,387.1496,484.2641
-42.772,276.788,415.1037,-382.9622
392.0224,508.8475,-51.9334,498.1933
-144.5256,-165.2413,386.6232,328.3491
-128.3567,444.7253,-387.9169,-411.5079
368.8709,484.4514,-52.0737,527.6782
212.3769,78.8826,190.3774,136.0817
98.7971,-2.1248,-300.0691,-144.5856
381.5205,485.3086,-67.3113,515.1348
377.9212,466.7856,-69.5694,516.8124
-111.2122,442.5708,-414.4973,-435.8713
-176.1765,308.8837,14.1082,222.6461
-160.0699,286.6858,63.5602,220.1235
-38.7222,274.8367,447.831,-402.6168
16.5811,-253.3597,134.8947,-182.1029
78.2982,27.8772,-301.7537,-135.5415
-389.2152,365.5973,321.738,-472.4114
222.8505,91.7039,196.5329,117.4459
94.9758,-5.2288,-299.7626,-136.7222
212.0408,87.2308,192.2949,148.3631
-395.4034,379.9487,324.4036,-459.4989
-176.5569,291.3011,30.9317,226.2483
-113.608,-155.1928,397.4109,326.8301
